account_id,customer_id,branch_id,account_type_id,balance,open_date
223,2454,99,1,9086.55,2021-10-25
224,16111,17,3,31646.4,2024-10-23
225,10507,29,1,25879.95,2017-07-20
226,7894,3,2,38638.77,2015-10-28
227,10843,61,4,29713.59,2023-08-15
228,9115,19,4,2826.77,2016-06-22
229,1650,35,1,45659.38,2023-06-10
230,16612,94,1,47590.6,2024-06-23
231,7298,71,3,41915.31,2020-10-01
232,18039,63,2,45940.7,2016-03-11
233,12408,50,2,34890.54,2019-05-19
234,13215,33,4,307.2,2024-11-16
235,7701,13,2,25391.22,2024-02-09
236,2584,24,2,28411.34,2017-09-18
237,15044,53,2,31441.99,2022-10-27
238,14556,13,1,3062.64,2025-02-13
239,18778,28,2,23115.99,2025-05-21
240,14684,86,2,38326.84,2018-06-14
241,2885,73,1,29802.71,2018-12-02
242,16334,47,1,3545.86,2022-02-22
243,14650,100,4,49530.08,2025-01-03
244,10357,47,3,38221.87,2025-04-11
245,3890,63,1,38189.75,2019-11-12
246,16298,33,1,17925.0,2024-03-05
247,583,42,4,26379.07,2016-06-22
248,3364,70,3,10949.79,2025-04-12
249,13220,51,2,48562.67,2024-08-29
250,13512,16,2,17954.42,2021-01-27
251,1175,65,4,13094.46,2018-11-06
252,18257,96,2,15714.12,2022-05-20
253,17993,2,3,20421.61,2020-04-24
254,6,89,2,34471.95,2021-02-10
255,2979,42,2,16864.19,2019-09-17
256,19799,65,2,7574.08,2017-02-17
257,9982,26,4,847.79,2021-09-20
258,16658,74,4,9158.08,2023-08-12
259,18427,32,1,5243.28,2022-11-10
260,6779,40,2,5247.62,2017-03-15
261,14950,5,3,48456.19,2018-05-06
262,11170,67,4,10813.26,2020-01-05
263,11907,29,4,33986.66,2021-02-21
264,1779,48,2,32091.5,2018-02-13
265,7305,35,3,8842.08,2024-02-10
266,14892,82,3,47912.59,2025-03-10
267,10879,36,2,30807.62,2021-12-18
268,18356,19,3,20721.92,2017-08-11
269,19660,87,4,39645.47,2020-05-20
270,15504,82,2,40973.65,2021-04-26
271,11905,61,2,4899.0,2020-07-29
272,14829,66,2,36602.59,2019-12-16
273,3737,68,4,38153.82,2020-08-18
274,3193,46,3,20443.53,2023-07-01
275,7267,73,4,45032.04,2018-02-25
276,72,70,2,5887.53,2016-05-06
277,11186,66,2,6846.6,2022-09-29
278,11638,16,2,27899.68,2016-12-30
279,9568,76,2,21942.69,2018-12-11
280,17947,23,3,40297.04,2019-10-14
281,17105,2,2,12111.12,2020-06-16
282,12252,56,2,36661.76,2016-04-17
283,3484,79,4,33775.47,2019-09-30
284,1501,50,1,10949.53,2019-09-23
285,5380,48,2,42456.95,2024-09-11
286,16136,49,2,46638.17,2022-08-09
287,4603,79,2,47834.04,2018-10-21
288,13410,26,2,1352.08,2022-04-25
289,3505,23,4,27542.7,2017-11-08
290,8333,48,3,41296.85,2016-10-29
291,6420,86,4,25371.12,2021-01-11
292,6146,77,1,23433.78,2022-03-29
293,3957,54,4,36205.25,2021-06-28
294,12875,19,3,35764.61,2021-07-10
295,7065,59,2,49991.96,2024-02-08
296,14977,56,3,20750.07,2020-09-24
297,6245,89,3,21598.67,2021-01-19
298,11074,21,1,29335.83,2015-10-06
299,3532,18,4,45616.82,2016-05-05
300,13582,31,2,29590.49,2018-05-02
301,1524,54,1,30903.71,2019-06-14
302,19295,69,1,6225.79,2023-06-23
303,4038,31,1,28720.76,2015-09-26
304,14763,11,2,28226.73,2025-03-05
305,14988,23,3,21066.8,2015-11-18
306,19311,61,2,14823.68,2018-06-13
307,16522,44,3,26132.42,2023-12-30
308,4412,30,1,47671.78,2024-05-12
309,16346,33,2,39042.96,2025-02-22
310,143,16,4,5991.02,2018-08-18
311,17379,69,2,39529.58,2020-07-25
312,1592,27,3,30178.57,2020-10-11
313,18129,79,4,24663.76,2023-10-16
314,14183,95,3,48731.66,2015-09-22
315,19174,78,2,4143.11,2017-09-27
316,15825,91,2,36253.01,2021-09-21
317,16658,97,2,19855.85,2019-01-05
318,5807,45,2,37638.91,2020-07-27
319,18959,44,1,27928.57,2021-03-29
320,5691,82,2,22910.31,2017-04-20
321,4207,61,4,10532.1,2022-11-04
322,3394,72,3,18024.01,2025-02-27
323,12695,96,1,2379.85,2023-11-08
324,19679,100,1,1078.82,2024-11-02
325,19863,5,2,299.31,2023-05-03
326,10547,21,2,35243.94,2021-06-02
327,16519,18,4,8759.14,2022-09-11
328,12605,66,4,5762.13,2021-05-05
329,13719,3,4,36410.09,2020-06-30
330,19956,12,3,16695.96,2017-12-05
331,8135,59,1,29229.22,2024-06-17
332,8966,64,3,31758.14,2024-09-22
333,13038,11,3,36524.37,2022-06-12
334,11235,87,3,12584.34,2024-02-20
335,9640,4,3,17249.42,2021-02-28
336,14839,54,3,37230.82,2022-05-22
337,4371,17,3,26663.54,2020-12-19
338,4528,73,3,21561.13,2015-10-15
339,13525,38,3,28844.22,2022-11-19
340,19744,47,2,4611.67,2022-06-20
341,16787,3,4,41845.28,2020-05-24
342,9795,18,2,27070.38,2019-02-28
343,17951,96,4,33174.52,2019-11-22
344,10287,50,2,1451.89,2023-01-19
345,18140,85,4,31136.43,2018-12-05
346,7122,98,2,23618.94,2016-09-03
347,6583,74,2,9198.43,2025-06-19
348,6872,37,2,1852.82,2025-02-03
349,9522,35,2,20160.65,2018-08-20
350,11315,59,3,26327.73,2020-06-28
351,4348,29,2,37316.55,2017-02-21
352,5827,100,2,3233.91,2023-08-06
353,16512,47,4,48748.9,2023-02-23
354,17777,86,3,23222.16,2024-09-06
355,10564,28,3,43121.51,2024-04-02
356,3782,36,4,25367.44,2016-11-13
357,11543,13,2,38964.47,2016-02-26
358,18425,83,4,41316.59,2019-03-02
359,15741,37,3,5548.78,2021-04-14
360,19098,90,1,9026.18,2022-11-05
361,18699,32,2,19905.74,2018-12-02
362,13680,80,2,14651.64,2022-04-04
363,17495,10,1,41031.27,2021-07-09
364,9370,4,1,27879.2,2021-11-01
365,13841,96,4,33699.09,2022-02-15
366,419,28,3,47325.82,2019-09-16
367,17129,24,2,47808.44,2017-05-02
368,3489,31,1,44077.88,2017-01-24
369,829,95,2,26217.73,2024-11-25
370,12481,90,4,383.03,2024-10-14
371,4763,16,3,5267.13,2024-07-12
372,1739,68,3,20500.12,2016-04-21
373,1855,56,4,33795.63,2022-07-10
374,6551,85,4,26017.94,2019-03-15
375,8749,96,4,33456.7,2022-04-09
376,5274,55,3,23064.05,2024-06-05
377,9392,60,4,1952.17,2017-07-21
378,8211,74,1,2369.41,2016-10-21
379,4799,82,3,22185.96,2024-11-11
380,2033,7,4,14996.74,2018-06-27
381,9672,55,1,17503.23,2019-03-07
382,6685,55,4,40620.96,2019-02-04
383,17734,82,1,1667.17,2018-10-25
384,1059,63,3,22703.38,2017-06-22
385,11754,96,1,45028.88,2021-09-01
386,14831,33,2,5453.95,2025-04-05
387,3359,61,2,21778.58,2025-03-20
388,18412,62,2,22886.54,2020-07-02
389,7351,83,2,39164.89,2016-06-26
390,18392,82,3,27470.36,2018-05-01
391,12744,18,4,14744.72,2024-05-16
392,7786,97,2,6530.7,2022-05-23
393,16742,7,3,46894.56,2019-09-17
394,9426,92,3,46832.91,2020-08-13
395,1540,13,1,36216.42,2016-03-05
396,12504,11,1,43557.27,2023-10-11
397,12700,85,2,35861.57,2022-04-01
398,13651,8,3,12279.98,2023-12-27
399,10246,38,3,28688.88,2016-02-04
400,18093,1,1,3879.17,2023-12-12
401,1763,71,1,4667.81,2024-09-08
402,425,30,2,14086.1,2016-04-12
403,8236,66,3,48543.37,2019-08-29
404,6655,33,1,16156.09,2023-05-08
405,14519,32,1,473.21,2018-12-26
406,7391,95,2,11377.95,2016-10-14
407,12051,60,4,25258.94,2025-02-06
408,19281,72,2,28527.97,2022-10-31
409,17912,23,2,8075.73,2020-02-15
410,19772,51,1,16559.68,2016-12-29
411,6438,3,2,42241.49,2016-10-20
412,6341,11,2,46132.54,2021-09-17
413,9640,83,1,44759.28,2016-01-14
414,14707,70,1,3978.09,2020-02-16
415,5814,58,4,674.32,2021-09-08
416,2441,61,2,37947.64,2018-07-14
417,6127,92,2,14356.53,2017-09-09
418,5695,61,2,2936.12,2023-03-07
419,16838,80,4,25793.23,2021-12-13
420,3911,97,1,47750.06,2021-03-19
421,12361,45,4,22042.62,2022-06-09
422,1332,83,4,14586.73,2025-05-16
423,14042,29,4,29798.31,2023-06-12
424,9146,25,4,4974.2,2022-12-11
425,18239,96,2,487.58,2019-06-13
426,8659,37,1,16155.32,2024-12-29
427,4263,19,4,31073.83,2018-07-17
428,5274,18,1,8747.02,2023-07-20
429,19137,42,4,44910.94,2023-08-26
430,8357,28,3,20624.18,2022-08-24
431,185,76,4,23806.34,2019-06-11
432,10832,29,2,24974.83,2019-11-01
433,15281,79,4,1731.27,2021-01-08
434,5073,17,3,22742.99,2016-11-25
435,1309,18,4,25993.44,2019-08-05
436,5037,34,1,21888.1,2020-08-17
437,10572,17,2,17156.9,2020-01-02
438,19559,47,3,34619.13,2024-01-31
439,1667,98,1,7787.16,2016-10-20
440,9869,64,1,16386.95,2020-09-24
441,16075,62,1,45446.94,2021-01-04
442,18766,58,2,10922.15,2023-10-18
443,18028,99,3,40303.89,2024-06-11
444,11734,24,2,43362.38,2017-08-18
445,2389,59,2,20065.76,2020-06-18
446,10416,59,3,30355.63,2024-02-06
447,17217,33,1,33941.62,2024-07-27
448,7208,47,2,21308.49,2020-02-21
449,6026,58,2,15126.55,2018-01-21
450,17060,87,4,38749.17,2023-09-14
451,2235,44,3,12666.31,2021-11-12
452,16553,7,2,18711.45,2016-03-14
453,5223,22,2,145.99,2017-10-26
454,13630,14,4,31925.91,2016-09-09
455,17796,85,3,14365.63,2020-02-07
456,17598,67,4,752.3,2019-01-21
457,13220,68,2,27615.23,2017-09-20
458,3013,45,2,12529.81,2020-07-14
459,11450,24,1,36766.99,2023-05-06
460,7249,12,1,19551.22,2017-02-22
461,6992,13,2,47033.18,2018-05-11
462,10876,37,1,3824.63,2025-03-11
463,10849,68,4,41983.79,2024-07-11
464,11823,40,3,6954.18,2015-08-23
465,9620,56,2,2135.24,2023-03-14
466,7159,5,2,32555.93,2016-05-17
467,17384,30,2,39895.16,2017-06-06
468,15561,92,2,15473.87,2024-09-02
469,18394,49,4,5103.87,2021-10-05
470,289,25,1,7056.96,2022-02-10
471,3760,68,1,647.49,2022-03-12
472,11338,30,4,13137.49,2020-04-13
473,14604,75,4,26994.12,2017-09-03
474,7876,51,3,14261.56,2021-09-16
475,7990,92,1,41467.83,2017-04-05
476,1307,99,1,26207.23,2015-07-21
477,10517,69,3,45765.74,2022-12-05
478,12497,63,1,42483.26,2025-05-25
479,3716,70,4,16961.88,2016-05-06
480,12645,65,3,24928.94,2018-11-29
481,8408,39,3,36132.18,2025-05-03
482,17703,23,4,32263.12,2020-03-16
483,9268,3,3,19320.63,2016-10-29
484,810,98,2,48746.28,2016-05-06
485,16937,96,2,1719.09,2025-02-21
486,12287,86,4,26398.58,2024-07-04
487,16853,37,3,18427.36,2015-07-13
488,16671,60,4,42311.56,2017-06-09
489,14601,43,2,44493.68,2025-05-10
490,15952,89,4,11835.93,2018-09-01
491,1437,81,1,27257.65,2025-01-15
492,9714,89,1,13162.54,2019-02-21
493,6309,76,1,17299.83,2017-09-09
494,10497,99,1,27853.31,2021-08-24
495,16840,72,3,6387.86,2015-09-25
496,2699,32,4,20313.16,2019-03-27
497,3145,48,1,33599.52,2016-06-12
498,5486,85,2,39100.3,2020-03-04
499,17629,65,2,23010.67,2019-11-24
500,17473,77,2,29299.09,2015-12-10
501,241,40,4,6664.75,2020-06-06
502,2146,58,1,6673.16,2022-11-22
503,6907,97,1,447.7,2019-04-02
504,6986,61,3,28432.18,2023-02-13
505,13901,8,2,29443.97,2021-04-03
506,3406,50,1,10628.94,2022-10-20
507,6737,74,2,37729.05,2024-12-10
508,17622,90,3,26855.4,2019-11-13
509,14262,93,4,9458.34,2023-06-28
510,2364,32,2,18293.13,2015-09-30
511,5039,88,1,38203.05,2016-08-01
512,779,76,1,27177.37,2017-08-10
513,15048,23,3,42088.27,2017-01-11
514,10870,68,2,1104.55,2015-09-29
515,1242,44,2,33821.76,2024-06-30
516,2868,31,1,11268.09,2019-05-24
517,2401,17,2,28466.3,2024-12-15
518,1779,83,1,43157.22,2019-03-08
519,5833,82,3,44834.16,2021-09-22
520,8255,7,3,26830.42,2019-12-04
521,18288,20,2,289.1,2023-05-02
522,2309,41,2,11643.33,2019-11-09
523,18841,40,2,39279.57,2020-01-04
524,7460,53,4,18018.66,2021-01-10
525,8476,11,1,14838.89,2016-02-13
526,13358,54,4,8353.55,2017-04-13
527,12716,92,1,21465.01,2024-11-05
528,14783,86,1,37254.46,2022-11-18
529,13253,91,1,31984.18,2017-11-08
530,14190,83,4,43761.66,2023-07-31
531,10368,61,2,12864.45,2023-02-23
532,554,76,2,43301.29,2018-11-06
533,12764,38,2,40103.87,2018-07-02
534,3877,53,1,41472.57,2022-04-11
535,17526,96,2,44073.27,2020-12-14
536,194,57,1,38935.44,2018-10-01
537,2073,83,1,33079.42,2016-10-03
538,19190,58,1,33489.24,2016-04-08
539,1492,68,3,21564.71,2023-05-27
540,2379,86,1,4572.0,2020-10-05
541,11722,9,1,44410.37,2023-03-07
542,16477,67,4,9194.92,2023-02-19
543,3478,98,1,26572.5,2018-06-07
544,9498,73,4,24315.51,2020-01-19
545,9875,67,3,44429.98,2016-06-13
546,19876,56,4,12137.21,2022-04-03
547,2835,28,1,23041.42,2022-10-27
548,9225,92,3,28860.99,2019-10-15
549,14342,54,2,17543.54,2016-09-28
550,12499,96,1,49580.84,2017-10-31
551,12948,11,4,12846.82,2022-03-03
552,1010,29,4,32279.6,2022-12-22
553,15532,74,4,22132.24,2025-07-02
554,5123,42,4,37795.75,2024-01-06
555,17481,80,2,15515.83,2021-08-30
556,7205,92,1,41077.49,2015-09-21
557,4469,38,1,16679.52,2024-08-02
558,12813,100,1,29471.67,2022-11-26
559,17883,82,3,2423.12,2016-09-02
560,9666,42,3,3160.11,2024-10-09
561,4722,75,2,4407.26,2017-03-11
562,9767,18,1,31239.86,2023-05-12
563,12227,91,3,8560.86,2021-09-22
564,366,9,2,49697.55,2025-06-26
565,18138,15,2,27040.8,2024-09-26
566,18189,92,2,17154.72,2016-11-24
567,4633,72,4,133.47,2017-11-23
568,4039,43,3,34660.24,2022-11-13
569,1369,96,2,39240.37,2020-09-16
570,165,57,2,22977.32,2015-11-20
571,18767,23,4,18206.56,2016-09-07
572,19552,30,1,24805.4,2016-09-07
573,12914,81,3,39933.17,2021-08-13
574,17602,43,4,12296.35,2021-06-18
575,17942,81,2,19362.87,2016-10-19
576,2790,7,3,47039.28,2020-06-09
577,9985,12,1,26291.94,2021-07-27
578,6884,80,4,24191.97,2019-01-30
579,11268,36,4,29336.7,2016-04-27
580,6939,59,2,29265.64,2016-09-06
581,13522,28,2,14334.25,2017-11-06
582,16796,64,2,2189.28,2024-08-19
583,4668,63,2,9882.78,2022-05-28
584,5275,74,4,49032.15,2019-10-29
585,6030,55,3,47554.46,2019-04-26
586,7235,18,1,41361.0,2020-04-05
587,8282,52,3,9104.72,2022-05-04
588,6368,87,3,2793.54,2024-10-23
589,3756,26,3,21085.44,2021-04-27
590,5943,65,2,18300.56,2022-07-16
591,18590,75,1,42373.66,2016-05-22
592,1783,49,4,10068.1,2023-05-14
593,17985,46,3,43261.93,2021-03-30
594,15115,38,2,27163.16,2023-12-16
595,18012,99,4,30797.38,2018-07-24
596,2397,73,1,9405.78,2019-05-14
597,9525,80,1,26438.51,2015-10-07
598,2208,64,4,34389.6,2023-12-23
599,8215,87,1,23434.57,2015-07-14
600,3218,60,4,9664.76,2020-10-01
601,6469,73,4,9147.17,2022-08-24
602,19025,11,4,19247.35,2024-01-07
603,15965,91,2,28993.87,2022-12-14
604,10842,62,1,2297.29,2023-06-09
605,11703,71,4,39273.49,2023-07-04
606,4202,81,2,23372.75,2022-05-07
607,7686,81,4,32258.61,2018-10-13
608,3279,20,2,26264.08,2017-05-30
609,9344,18,2,10714.28,2018-05-15
610,2288,3,3,18274.55,2022-01-29
611,6341,6,4,40874.61,2019-04-19
612,10414,71,3,33800.27,2017-02-22
613,15921,92,3,17620.42,2015-10-17
614,14767,83,2,1583.08,2019-11-28
615,10760,16,4,24180.71,2022-03-13
616,10017,3,2,17857.11,2023-04-22
617,19143,4,1,38021.98,2020-08-28
618,4994,13,4,44613.35,2017-05-01
619,18533,96,1,15913.15,2020-02-12
620,18575,33,1,28294.51,2024-04-04
621,11944,23,2,2931.12,2016-02-25
622,10366,65,1,17751.29,2018-10-09
623,14035,53,1,28977.62,2023-08-17
624,5526,86,2,25509.79,2024-12-16
625,159,54,3,32162.83,2022-02-11
626,10264,77,4,40086.93,2024-11-06
627,8067,8,2,524.99,2021-02-04
628,7259,51,2,48968.79,2020-08-31
629,14291,24,2,23689.79,2016-08-01
630,9067,41,2,3198.38,2017-09-22
631,11780,11,3,11145.82,2024-07-18
632,4401,42,4,14165.16,2017-11-07
633,10865,63,2,16781.22,2023-07-18
634,15728,42,2,34284.03,2016-11-01
635,15167,76,3,29112.47,2017-05-30
636,14594,44,2,13385.62,2021-10-08
637,11756,14,2,29104.7,2016-11-09
638,10010,33,2,40328.56,2022-09-01
639,15958,75,3,48082.07,2016-08-12
640,18078,99,2,46550.49,2022-03-11
641,3567,97,2,46898.97,2022-02-21
642,5760,98,4,40335.95,2023-06-01
643,19878,6,3,8811.56,2019-10-09
644,2687,73,1,22685.97,2017-05-03
645,9196,90,1,32204.01,2024-08-07
646,4588,51,1,42290.73,2022-07-19
647,17650,57,3,8516.92,2023-05-07
648,6437,13,3,46325.57,2017-07-16
649,8626,81,2,1731.65,2024-07-30
650,2506,90,2,20399.24,2024-11-19
651,2471,86,1,47235.31,2017-10-24
652,611,2,3,1837.11,2021-01-17
653,16620,85,4,48391.89,2015-11-29
654,1023,66,4,20333.23,2017-07-23
655,19068,2,3,48105.29,2016-03-15
656,18970,1,4,19597.75,2024-02-21
657,13276,92,4,21411.62,2021-12-14
658,19335,34,4,35623.2,2016-07-13
659,6972,81,1,6147.08,2020-02-14
660,1202,46,4,35334.65,2023-05-12
661,18075,66,1,5485.73,2016-10-17
662,8540,89,2,2110.63,2017-01-11
663,17809,62,3,3972.24,2024-12-14
664,17685,24,1,20413.92,2019-03-25
665,15470,35,4,17887.63,2016-11-04
666,4871,21,3,3610.62,2021-11-29
