txn_id,account_id,txn_date,amount,txn_type,description
187,10255,2020-12-03,3019.09,credit,Rise speech imagine.
188,4528,2024-01-30,1260.9,credit,Although discussion among.
189,37869,2022-10-06,4017.57,credit,Station recently claim.
190,32561,2021-08-14,2900.28,credit,Investment change lead society tell.
191,642,2022-04-20,4770.98,credit,After purpose house season.
192,17101,2020-12-31,2512.37,debit,Laugh break television quality executive.
193,39197,2021-11-21,4212.8,debit,Require lead day realize region.
194,22134,2023-04-18,4967.93,debit,Skin Democrat magazine.
195,16571,2023-04-04,3356.49,credit,Project know change low.
196,1482,2025-01-22,4177.04,debit,Size assume court.
197,17232,2020-10-23,4926.48,debit,However officer senior.
198,7499,2022-03-18,4085.22,debit,Will place.
199,1525,2022-08-20,3496.91,debit,Thousand important direction choice art.
200,38824,2023-04-28,2157.57,credit,Year two.
201,20374,2022-11-25,4577.04,credit,Blood send apply hospital.
202,17468,2022-09-10,1804.24,credit,Long bank.
203,8973,2021-11-15,3321.62,credit,Produce key threat.
204,16913,2023-11-06,3228.61,credit,Arrive across challenge.
205,27304,2024-05-05,4578.17,debit,Bar big doctor such center.
206,9757,2023-11-13,3296.21,credit,Agency show international.
207,8838,2020-11-11,2668.44,debit,Beat participant reveal drug.
208,13229,2023-07-20,4772.91,debit,Nation alone brother build.
209,26582,2023-06-13,986.81,credit,Pull lead.
210,39994,2021-04-28,571.29,credit,Buy house individual recent toward.
211,22937,2023-11-21,4886.65,debit,Reason alone take.
212,39785,2020-12-12,3851.51,credit,Southern serious involve receive near.
213,18617,2025-06-24,3347.84,debit,Production evidence piece may.
214,33301,2024-05-06,363.25,credit,Agree them doctor.
215,4260,2025-06-14,3219.37,credit,Notice worry law.
216,30888,2025-04-09,963.19,debit,Environmental yes book black full.
217,7076,2023-02-05,871.65,debit,Why where inside wrong cup.
218,8465,2023-01-26,2428.21,debit,Week most.
219,13689,2024-04-01,860.25,debit,Study nearly town.
220,1737,2023-05-26,4758.45,credit,Include property after together.
221,25362,2025-01-20,2443.78,credit,Clear person.
222,3663,2022-10-17,2163.68,debit,Offer treat.
223,17981,2022-02-19,704.72,debit,Activity find win such.
224,943,2020-07-25,4140.81,credit,Item see yeah which.
225,24769,2024-06-14,4819.4,credit,Campaign interview beyond agency.
226,39293,2025-06-25,809.08,debit,Yeah none.
227,26926,2023-08-04,3547.89,debit,Option nor often day.
228,35997,2021-11-23,862.66,credit,Laugh trip poor step lead.
229,22692,2023-12-06,4278.32,debit,Very not.
230,3351,2023-01-06,1236.02,debit,As surface fear success.
231,2872,2021-12-05,4119.52,debit,Theory physical less guy home.
232,9857,2023-05-18,320.02,credit,Chance her.
233,24943,2023-06-26,4364.15,debit,Time seat.
234,2861,2020-12-22,390.3,credit,Manage too partner officer have.
235,26074,2022-12-25,4922.74,debit,Effort why marriage catch.
236,27219,2022-05-12,2680.33,debit,Suggest outside east attention.
237,12593,2021-10-20,4011.57,debit,Star push especially away scene.
238,32292,2025-04-17,2262.98,credit,Full beat manage.
239,15904,2024-06-08,3526.03,debit,Serve necessary.
240,26023,2021-05-18,2252.43,debit,Base dinner push money.
241,6965,2023-01-17,1258.36,credit,Vote last career.
242,25077,2020-09-27,4288.67,credit,Recently during ten.
243,38422,2023-02-16,3767.47,debit,Final financial manage.
244,31292,2020-08-30,1497.63,credit,Glass reveal.
245,29899,2022-07-19,4613.17,credit,Although involve or section.
246,20199,2024-03-15,1584.51,debit,Food remain effect.
247,32778,2022-03-21,1974.02,credit,Best next.
248,17900,2023-10-27,2651.84,credit,Nearly move always top.
249,39494,2020-10-28,3822.95,credit,Area personal a.
250,9334,2020-11-06,1491.52,debit,Run town wear.
251,9465,2022-08-05,4187.68,credit,Line debate able.
252,34826,2021-02-06,815.71,debit,Really may window simply watch.
253,26562,2023-12-22,2439.4,debit,Summer across old.
254,18881,2025-02-03,1152.19,credit,Gun should.
255,31824,2021-06-12,46.08,debit,Society consumer staff although.
256,37268,2024-07-12,2240.57,credit,Be identify without.
257,3677,2025-03-13,1961.39,debit,High candidate go.
258,21939,2024-07-17,1248.63,debit,Painting experience start.
259,28046,2023-02-26,1944.85,debit,Entire field.
260,8460,2024-08-31,3964.52,debit,Occur soldier car skin standard.
261,39281,2023-03-09,1848.79,debit,Culture draw.
262,1681,2022-05-10,2012.66,credit,Short fish how.
263,14805,2025-04-16,4680.27,debit,Hear interview.
264,26973,2022-04-10,2741.12,debit,Hot prevent.
265,30027,2023-10-08,1540.52,debit,Heart important public.
266,38195,2023-10-12,4538.35,credit,Various others throughout main.
267,37580,2022-03-30,3663.21,debit,Forward president not.
268,27681,2022-08-29,4241.93,debit,Father government quite stage.
269,19855,2023-08-07,1412.13,debit,During environmental citizen contain.
270,11931,2024-01-16,641.16,debit,Candidate large listen.
271,27588,2023-08-07,360.36,debit,Detail he week clearly.
272,27743,2023-03-02,2232.28,credit,Because until adult.
273,11936,2023-06-22,3345.39,credit,Body true parent.
274,18295,2024-05-14,4864.65,credit,Town national network rest their.
275,26970,2021-10-27,1812.31,credit,Individual over represent ground.
276,16253,2023-03-04,1047.64,debit,Relationship but instead identify.
277,19794,2023-02-02,2734.21,debit,Instead boy only language.
278,4794,2021-02-01,1958.05,debit,Election expert particularly crime.
279,18877,2021-07-22,4421.32,debit,Gas animal born article term.
280,27756,2024-07-23,2226.42,debit,Change woman like when.
281,15566,2020-11-11,2063.12,debit,Behavior civil hold.
282,20030,2022-02-06,610.23,credit,Commercial sing end task.
283,26583,2021-07-19,4438.27,debit,Speak receive listen.
284,16825,2023-07-10,1599.25,debit,Bar officer.
285,30580,2024-07-24,905.34,credit,Idea strategy event.
286,15542,2021-07-20,748.68,credit,Writer environmental TV.
287,18956,2020-07-14,935.58,credit,Billion attorney cover.
288,31081,2021-06-28,578.83,credit,And job follow necessary.
289,18536,2023-10-15,2885.34,debit,Security point there impact under.
290,1436,2021-05-23,3891.64,debit,Less security buy recently.
291,7540,2020-09-26,1060.77,credit,Check exactly.
292,32016,2020-08-03,4279.74,credit,Consider suffer tough.
293,12150,2025-04-25,238.66,debit,Man physical without discussion medical.
294,9512,2022-05-23,3326.8,debit,Care address unit soon.
295,38042,2021-04-10,1300.34,debit,Whose form.
296,30085,2022-08-05,1654.2,credit,Performance take hear.
297,17140,2021-12-19,4677.09,credit,Fear special series.
298,17503,2022-08-09,3147.11,debit,Student wide there seven perhaps.
299,8996,2025-02-20,969.12,debit,Material defense drug strategy.
300,20401,2022-07-06,52.64,debit,Itself short.
301,2204,2021-05-23,70.69,debit,Recently million chair late artist.
302,37967,2024-12-19,3516.75,credit,Hotel draw art.
303,30269,2021-10-15,2692.13,credit,Once trip forget claim.
304,3235,2022-04-09,3756.37,credit,Size everyone keep.
305,21499,2022-03-14,3315.64,debit,Everything hospital meet.
306,35694,2025-05-09,3840.93,debit,What just early.
307,3979,2024-08-18,4523.38,credit,Everyone ok live.
308,10580,2022-07-17,698.27,debit,Anyone save thought place finish.
309,12096,2021-12-11,62.98,debit,About realize gas throughout.
310,10152,2022-01-07,3935.38,credit,Major scientist know.
311,6455,2022-12-13,705.19,debit,Personal tonight discuss rich bit.
312,6122,2023-02-24,4630.76,credit,Very social will market.
313,12379,2023-01-04,3367.82,debit,Ever bill go bad.
314,15222,2023-08-29,4526.21,credit,List number.
315,10788,2024-02-26,422.33,credit,Test black a firm.
316,36020,2023-10-12,170.67,debit,Recently food himself.
317,35107,2022-02-12,4645.15,debit,While head.
318,21283,2024-03-09,458.34,debit,Either sense interesting increase.
319,38501,2024-09-11,955.71,credit,Remain through.
320,2833,2020-10-26,4913.45,credit,So area or.
321,18937,2020-11-23,3513.34,debit,Investment control.
322,25490,2023-02-26,1099.94,debit,Almost alone reveal.
323,20170,2021-05-15,4359.84,debit,Read certain garden like catch.
324,13196,2020-10-10,4291.14,credit,Whom participant sense word bit.
325,8589,2025-05-08,2558.53,credit,Young man record see with.
326,1167,2020-08-04,1825.55,debit,Night education idea current.
327,12484,2021-07-19,3150.37,credit,Us west prove.
328,13651,2025-04-05,1804.31,debit,Republican drop blue yeah foreign.
329,7058,2021-10-07,1182.17,debit,Federal up.
330,34504,2021-09-12,4135.77,debit,Yard occur.
331,35037,2025-01-28,4840.13,credit,Myself cultural single.
332,24971,2021-07-03,3556.94,debit,Scene board author.
333,27533,2021-04-09,2434.12,debit,Citizen many be hundred.
334,27378,2023-08-26,1048.64,credit,Child ready worker rest.
335,31421,2025-02-07,2470.98,credit,Step such.
336,8854,2022-05-27,3762.02,debit,Step together respond again.
337,8940,2023-08-10,918.62,credit,Third president form than.
338,38245,2021-12-08,2607.63,debit,Clearly hot.
339,10289,2025-01-22,3865.97,debit,Wait another pick including.
340,19094,2020-12-20,4100.42,debit,Important me conference artist page.
341,24689,2023-08-19,1386.64,credit,Painting address able.
342,38901,2022-02-13,2644.54,credit,Across large.
343,33367,2024-12-07,3445.87,credit,Manager consider.
344,14617,2021-12-01,4046.0,debit,Realize impact concern million.
345,38502,2024-12-05,2134.15,debit,Check election.
346,36385,2023-07-17,2565.98,debit,Although hotel region thousand director.
347,13290,2020-12-28,4378.51,credit,Detail possible condition word.
348,18363,2021-02-08,2571.62,credit,Water between choice life perhaps.
349,39818,2023-04-04,945.38,debit,Cover cultural wind.
350,7630,2024-02-06,3932.12,credit,Ten address.
351,3264,2024-05-26,3426.42,credit,Consumer fear bar north.
352,32880,2025-02-08,4844.25,credit,Than positive.
353,28939,2021-01-27,1024.68,debit,Lead must price smile pretty.
354,9479,2020-08-08,4490.31,credit,Me several.
355,6988,2023-12-10,4229.89,debit,Seven record center.
356,7539,2022-12-10,3998.39,credit,Trial too stock paper.
357,15113,2023-03-08,4102.59,credit,Everybody area who position.
358,38544,2021-10-25,224.13,debit,Nothing accept beautiful collection process.
359,35860,2023-05-08,4672.01,debit,Ground listen writer information.
360,20868,2020-12-05,3684.88,credit,Sea better cost.
361,6807,2022-03-01,4586.01,credit,Hard provide on specific.
362,20805,2022-08-28,2398.56,credit,Five increase police edge might.
363,17533,2021-03-06,1755.83,debit,Matter into level.
364,37691,2023-09-12,3069.53,debit,Real involve.
365,29428,2021-09-04,2371.84,debit,Order admit respond.
366,3133,2021-07-29,274.13,debit,Another company laugh.
367,33907,2021-03-31,2375.18,debit,Matter speech would.
368,37437,2022-03-22,1209.56,credit,Myself unit result education food.
369,38299,2022-06-23,233.12,credit,Environment force fine.
370,35586,2021-03-16,3223.89,debit,Party interesting over eight my.
371,22316,2021-12-20,1091.91,debit,Few personal exist.
372,1238,2021-08-16,1769.19,debit,Best white leg.
373,6903,2021-10-17,751.62,credit,Military family machine institution message.
374,7339,2021-06-26,2954.72,debit,Doctor company artist thing live.
375,39814,2025-01-19,3429.52,credit,Down pick morning become able.
376,37579,2023-08-15,4299.89,debit,Present can.
377,7386,2020-09-22,362.82,credit,Risk serve fight exist.
378,12008,2023-08-21,4869.25,debit,Ahead yet or media.
379,10655,2025-02-03,3319.91,credit,Century sit small style.
380,25375,2025-03-14,1655.89,debit,Apply stand.
381,27125,2025-02-07,3533.92,debit,Suddenly treatment bank.
382,25147,2023-03-29,2257.2,credit,Author game.
383,28528,2021-04-04,1909.37,debit,Land action worker.
384,6392,2024-08-31,4341.74,credit,Draw near heavy common.
385,26897,2023-07-18,3107.21,credit,Notice nor understand unit general.
386,7032,2022-04-10,1859.93,debit,Light return where.
387,6986,2023-09-04,357.38,debit,Certainly imagine participant.
388,37595,2024-12-23,895.02,debit,Or least knowledge because probably.
389,13940,2023-12-08,4424.29,credit,Cup hand drop with.
390,20355,2023-08-13,344.97,debit,Even lose fish note.
391,11768,2021-10-19,4132.62,debit,Military something medical.
392,28965,2020-12-03,2276.45,debit,Treat food common radio movie.
393,20529,2021-04-17,4421.42,debit,Together hair often reality society.
394,26419,2024-08-09,3793.44,debit,Budget concern.
395,37011,2022-11-28,933.73,debit,Suggest go.
396,38651,2024-02-15,2241.62,debit,Grow television seven end.
397,2612,2024-07-12,2648.19,credit,Poor relate newspaper.
398,34180,2023-07-04,2690.65,debit,Brother along choose.
399,35732,2022-05-10,632.8,credit,Prepare guess may finally.
400,209,2020-08-01,2161.3,debit,Discussion city although.
401,14263,2024-06-10,4629.14,debit,Within chance page similar.
402,10842,2023-10-12,2854.18,credit,Determine scientist report form capital.
403,18583,2021-09-30,656.19,debit,No present want resource some.
404,1724,2021-04-23,1641.79,debit,Lay growth.
405,22706,2024-08-24,145.28,debit,Those rich most answer send.
406,29702,2024-08-31,1214.89,credit,Force reflect.
407,32502,2021-06-30,4616.34,credit,Few sound.
408,10194,2023-05-12,3560.18,credit,Next agreement.
409,3610,2021-09-28,219.04,credit,More color question.
410,22475,2025-01-02,2599.4,debit,Able major collection.
411,31023,2024-11-04,2852.85,debit,State business relate.
412,31651,2022-10-04,1340.69,debit,Section few time.
413,34207,2024-02-15,3199.77,credit,Article tough put even.
414,3901,2021-11-08,2102.03,credit,Investment usually know yet.
415,16147,2022-11-13,465.95,credit,Step keep.
416,3750,2023-04-09,280.99,debit,Employee candidate own.
417,21950,2021-04-25,3407.83,credit,Special card more while important.
418,1298,2023-10-08,1577.39,credit,Sense it.
419,15525,2024-01-20,2517.95,debit,Under within leave energy.
420,10879,2022-12-27,210.35,debit,Store kitchen task win.
421,21151,2022-05-07,176.56,debit,Do street indicate item.
422,15099,2024-06-30,2955.32,debit,Area claim cover of.
423,20093,2025-03-14,1541.85,debit,Exactly baby.
424,23766,2021-12-05,4760.08,credit,Turn score like good.
425,25986,2024-08-01,303.71,credit,Back society should want.
426,11219,2024-10-07,1782.87,debit,Myself matter.
427,20554,2022-07-18,1500.98,debit,Including option play government.
428,2566,2022-04-06,4073.44,debit,Risk information personal.
429,12737,2024-03-19,1992.8,debit,Sometimes sea character well.
430,35448,2023-02-25,603.5,credit,Offer dog by once.
431,3422,2024-01-02,1522.93,credit,Financial ball.
432,36542,2024-11-12,2047.73,debit,Final provide make plan describe.
433,20630,2022-08-23,4560.67,credit,Within play.
434,6537,2020-12-20,181.82,debit,Management bank go work.
435,5423,2020-09-01,3807.97,debit,Who show over.
436,24841,2022-05-01,1936.62,credit,Play respond build chance decision.
437,30610,2021-08-09,4593.73,credit,Including market everyone.
438,13067,2024-01-25,3158.22,debit,Little first.
439,12476,2025-03-21,565.9,credit,Seek personal action.
440,10121,2022-07-21,44.2,credit,Total walk probably tend consider.
441,4123,2021-12-17,461.27,credit,Its create add cold.
442,16026,2021-10-30,3086.77,credit,Parent audience common.
443,8616,2021-05-12,3988.53,debit,What fear.
444,33301,2021-05-05,1681.44,credit,Decade guy.
445,38821,2021-03-24,2855.25,credit,Them whether study.
446,17283,2021-11-15,4332.14,credit,Language someone despite truth.
447,38019,2024-06-26,3478.84,debit,She pull Congress fight where.
448,16669,2024-04-01,344.08,debit,Lead shoulder design outside.
449,12705,2020-12-09,2250.41,debit,Sing campaign building Mrs.
450,24857,2023-05-31,3666.07,credit,Above across there.
451,13399,2023-06-14,315.69,credit,Whom vote.
452,35218,2023-11-27,2992.48,debit,Newspaper foot big.
453,22813,2023-11-08,1614.4,credit,Central up stuff bill.
454,38337,2020-07-13,3640.29,credit,Sort poor.
455,20406,2021-06-28,3777.86,debit,Television successful.
456,8348,2021-06-11,4808.42,debit,Near perform dog.
457,19196,2020-11-04,4523.28,debit,Guy new at.
458,7297,2022-06-02,1022.16,credit,Although hair.
459,35024,2022-11-07,2759.37,debit,Bed adult letter.
460,13178,2020-10-24,3983.05,credit,Law either.
461,36266,2023-09-06,4401.92,debit,Officer very per magazine give.
462,7238,2021-03-14,4433.26,credit,Feel form line film never.
463,17694,2025-04-15,681.94,credit,Report seek score law.
464,13957,2025-03-07,3043.51,debit,Quality suggest run too.
465,34081,2021-03-03,3591.91,debit,Throughout better.
466,16482,2023-07-30,2438.44,credit,Daughter serious international skill.
467,31994,2020-10-25,4507.1,debit,Carry during north southern.
468,18038,2021-11-02,2644.11,debit,Growth guy and.
469,252,2024-05-29,4029.68,credit,Contain become determine.
470,38696,2021-02-28,3059.69,debit,Out language throw herself.
471,27522,2023-07-14,962.37,debit,Feeling impact prepare.
472,2951,2024-08-21,1934.56,credit,Name somebody recently.
473,6493,2024-09-23,1859.23,debit,Center expert indicate seven.
474,37614,2025-01-22,3921.98,credit,Country identify surface right apply.
475,25377,2021-05-31,53.05,credit,Cause pressure maintain huge.
476,26988,2023-10-08,4133.51,debit,Rich grow because.
477,13065,2024-01-27,2094.88,credit,Pattern factor.
478,8019,2022-09-20,2305.98,credit,Interesting someone law civil strategy.
479,36837,2021-10-01,2416.53,credit,Have people anything research.
480,15663,2023-09-13,1505.88,credit,Between animal price artist president.
481,25963,2024-08-08,2643.31,credit,Condition customer standard wonder.
482,18836,2024-09-07,3542.2,credit,Tv sometimes.
483,29733,2021-03-25,2458.62,debit,Page recently amount pressure.
484,16937,2022-03-03,2715.33,credit,Skin discuss wonder investment.
485,26912,2023-10-26,2129.6,debit,Indeed first institution it compare.
486,11573,2023-09-22,4239.04,credit,Amount sense.
487,8115,2025-05-03,4896.09,debit,Already fly future specific his.
488,35133,2020-12-22,201.13,debit,Pressure also life.
489,10887,2023-12-23,2682.82,credit,Standard audience discuss face.
